PublicID,Date,Latitude,Longitude,strike1,dip1,rake1,strike2,dip2,rake2,ML,Mw,Mo,CD,NS,DC,Mxx,Mxy,Mxz,Myy,Myz,Mzz,VR,Tva,Tpl,Taz,Nva,Npl,Naz,Pva,Ppl,Paz,Method,reviewed,reviewer,source
2103645,20030800000000,-45.1929,166.83,20,35,79,213,56,98,7,7.1,5.61E+026,22,5,87,-735165.31,2369692.25,-1425430.75,-4250704.5,1486940.25,4985869.5,83,5416627.5,78,149,388026.19,6,28,-5804654,11,298,1,True,Felipe,GeoNet
2169849,20030800000000,-45.3592,166.8152,12,23,72,212,68,98,6.1,6.1,1.34E+025,14,3,70,-24379.98,20586.8,-59955.3,-77293.3,76089.99,101673.27,67,144527.23,66,135,-21321.51,7,29,-123205.72,23,296,1,True,Felipe,GeoNet
2206498,20030800000000,-45.29,166.802,44,41,67,252,53,108,5.1,5.3,9.16E+023,9,1,79,-6419.43,4901.66,-2648.5,-1525.1,-573.02,7944.53,71,8649.84,74,217,1021.07,14,60,-9670.91,6,329,1,True,Felipe,GeoNet
2218435,20030800000000,-45.0656,166.9658,232,68,102,23,25,63,5.1,5.2,7.19E+023,14,1,66,-1515.79,3653.11,-4129.25,-2732.08,2961.54,4247.87,89,6523.77,65,162,1337.04,11,47,-7860.81,22,313,1,True,Felipe,GeoNet
2254800,20030800000000,-45.1861,166.9908,52,43,79,247,48,100,5,5,3.3E+023,10,1,89,-2420.32,1343.12,-440.26,-901.23,-281.92,3321.55,77,3391.86,82,222,-179.29,8,60,-3212.57,3,330,1,True,Felipe,GeoNet
2281164,20030800000000,-45.3072,166.9217,221,57,66,80,40,122,5.5,5.5,2.07E+024,5,1,85,-14387.7,10640.4,-2038.05,-2374.83,8199.61,16762.53,81,19901.52,68,81,1640.91,20,234,-21542.42,9,328,1,True,Felipe,GeoNet
2259710,20030800000000,-45.1529,166.8441,261,59,118,36,40,52,4.5,4.8,1.65E+023,6,1,78,-1005.16,727.2,-782.28,-332.27,-376.99,1337.43,61,1741.57,65,220,-190.47,23,66,-1551.1,10,332,1,False,,GeoNet
2105025,20030800000000,-45.2061,166.9382,240,61,93,53,29,84,4.8,4.9,2.82E+023,5,1,74,-1670.56,1369.7,-1333.56,-498.35,725.59,2168.9,85,2617.18,74,159,398.85,3,58,-3016.03,16,328,1,False,,GeoNet
2214737,20030800000000,-45.4634,166.6344,40,45,122,178,53,62,5.4,5.4,1.43E+024,19,2,80,1385.05,5514.7,3458.4,-13020.7,3080.33,11635.65,75,-15016.72,67,28,1495.29,22,195,13521.44,4,288,1,True,Felipe,GeoNet
2106314,20030800000000,-45.4882,166.6794,42,48,70,250,45,111,5,5.1,5.28E+023,6,1,98,-3507.79,2639.27,-511.03,-1419.03,-1186.28,4926.82,83,5261.68,76,242,46.12,14,55,-5307.8,2,146,1,True,Felipe,GeoNet
2204598,20030800000000,-45.3144,166.9468,55,57,106,207,37,67,5.5,5.4,1.22E+024,10,3,97,-4446.9,6139.33,4818.63,-6265.48,-1213.07,10712.38,86,12133.05,73,8,167.82,14,225,-12300.87,10,133,1,True,Felipe,GeoNet
2122842,20030900000000,-43.2859,172.9231,49,85,12,318,78,175,4.8,4.5,8.04E+022,20,3,63,-871.4,-93.31,101.68,692.18,-109,179.21,76,-885.49,12,275,722.27,77,71,163.22,5,183,1,False,,GeoNet
2128373,20031000000000,-43.2889,172.8909,283,60,80,123,31,107,4.3,3.9,8.79E+021,18,3,91,-63.4,-26.69,-45.17,-12.72,-1.41,76.11,83,89.85,73,168,-3.86,9,288,-86,15,20,1,False,,GeoNet
2133316,20031000000000,-43.7851,173.4557,150,81,131,250,42,14,4.4,4,1.01E+022,2,3,90,-63.8,-44.75,30,38.86,65.2,24.94,72,98.7,39,97,4.95,41,322,-103.65,25,209,1,False,,GeoNet
2136503,20031000000000,-45.2038,167.0015,176,57,55,49,47,132,4.8,4.4,4.96E+022,14,3,61,-26.43,178.03,232.94,-356.82,177.59,383.26,76,550.37,60,30,-108.54,29,197,-441.83,6,291,1,False,,GeoNet
2137041,20031100000000,-45.2039,166.3132,38,45,119,179,52,64,5.9,6.4,4.49E+025,10,8,53,-82785.05,108376.49,177055.75,-347238.69,113301.12,430023.72,84,508462.41,69,27,-119305.1,21,196,-389157.34,4,287,1,True,Felipe,GeoNet
2137060,20031100000000,-45.2234,166.4301,101,80,56,356,35,162,4.9,4.8,1.63E+023,2,3,28,-417.54,-1141.69,1120.47,-27.13,551.95,444.67,76,1269.79,45,338,721.82,33,107,-1991.62,27,217,1,False,,GeoNet
2137098,20031100000000,-45.1773,166.8506,147,83,73,34,18,156,4.9,4.7,1.37E+023,6,3,35,-10.3,327.36,930.42,-528.5,915.77,538.79,81,1639.37,49,39,-535.63,16,149,-1103.73,36,251,1,False,,GeoNet
2137140,20031100000000,-36.78,179.32,47,82,79,281,14,144,5.1,5,3.68E+023,6,3,24,-1472.48,-783.49,2130.35,-301.68,-2815.43,1774.17,63,4544.64,52,305,-1731.89,11,48,-2812.75,36,147,1,True,Felipe,GeoNet
2137186,20031100000000,-45.4172,166.1204,41,59,140,155,56,39,5.2,5.2,6.83E+023,6,6,65,3150.19,1516.59,2402.56,-7265.44,102.54,4115.25,73,6165.35,49,7,1321.52,40,190,-7486.87,2,99,1,True,Felipe,GeoNet
2137341,20031100000000,-45.2054,166.3523,263,84,-121,163,31,-11,4.8,4.7,1.47E+023,2,3,95,451.81,690.29,1218.18,-211.01,-205.93,-240.8,79,1487.8,32,18,-39.61,30,266,-1448.19,43,144,1,False,,GeoNet
2148461,20031100000000,-42.8995,171.6705,159,84,13,68,77,173,4.1,4,9.55E+021,8,3,84,57.62,67.65,14.28,-69.56,15.25,11.94,84,91.51,13,24,7.94,76,183,-99.45,5,293,1,False,,GeoNet
2150155,20031100000000,-37.5104,176.6596,16,71,31,275,61,158,5.5,4.6,1.13E+023,207,2,73,-552.45,915.35,-94.34,112.92,-446.71,439.53,72,-1214.19,35,239,164.16,54,44,1050.03,6,144,1,False,,GeoNet
2155408,20031200000000,-45.0954,166.7951,111,61,64,336,38,129,4.8,4.4,4.64E+022,16,2,15,-215.81,-397.79,169.74,-65.88,98.33,281.69,86,338.34,64,337,250.34,22,124,-588.69,12,219,1,False,,GeoNet
2157040,20031200000000,-43.3772,171.0577,249,84,160,342,70,6,4.5,4.2,2.62E+022,14,3,32,98.24,200.38,-60.19,-203.29,52.45,105.05,83,208.25,19,204,108.03,69,53,-316.27,10,297,1,False,,GeoNet
2160777,20031200000000,-39.3274,174.9457,31,78,147,129,58,15,5.1,4.3,2.79E+022,153,4,14,187.95,-97.55,219.8,-174.64,-70.46,-13.31,77,356.26,32,346,-153.57,55,193,-202.69,13,84,1,False,,GeoNet
2161200,20031200000000,-45.2874,166.8395,141,84,38,46,52,172,4.7,4.3,2.94E+022,24,3,98,210.38,27.43,129.49,-250.36,122.23,39.98,41,293.26,31,11,2.46,51,148,-295.72,21,267,1,False,,GeoNet
2165572,20040100000000,-45.0359,166.9677,248,73,126,359,39,27,5,4.5,6.86E+022,12,5,94,3.58,390.14,-467.02,-309.02,81.88,305.44,73,676.53,49,197,19.73,34,56,-696.26,20,312,1,False,,GeoNet
2168528,20040100000000,-35.7046,179.6178,40,88,3,310,87,178,4.9,4.4,5.07E+022,42,2,7,-345.36,87.56,-5.06,649.04,-60.95,-303.68,75,660.57,4,266,-307.56,86,73,-353.02,1,175,1,False,,GeoNet
2168841,20040100000000,-36.1988,177.5091,247,59,87,73,31,95,4.5,4.2,2.55E+022,4,3,47,-176.33,32.82,-104.21,-87.48,57.22,263.81,68,293.51,76,148,-77.68,3,248,-215.82,14,339,1,False,,GeoNet
2175994,20040100000000,-37.2938,177.7772,16,52,84,205,38,98,4.9,4.5,6.5E+022,51,3,61,41.3,273.49,21.52,-598.09,-166.43,556.79,75,580.9,82,258,139.19,4,19,-720.09,7,110,1,False,,GeoNet
2183994,20040200000000,-45.2257,170.0675,55,64,142,164,56,32,4.6,3.9,7.75E+021,12,2,72,27.05,40.37,31.54,-67.76,1.22,40.72,65,71.64,45,16,11.79,45,206,-83.43,5,111,1,False,,GeoNet
2184403,20040200000000,-42.1927,174.7723,26,65,138,137,53,32,4.7,4.3,2.95E+022,48,3,67,145.16,-59.06,100.02,-306.28,-72.03,161.12,77,268.52,47,347,52.87,43,180,-321.4,7,84,1,False,,GeoNet
2188437,20040200000000,-38.9062,175.8241,60,84,54,322,37,171,3.8,3.8,6.48E+021,18,2,86,-39.42,-16.11,40.85,29.32,-32.07,10.1,46,67.12,40,297,-4.66,36,64,-62.47,29,179,1,False,,GeoNet
2192455,20040200000000,-45.2428,166.9295,28,54,58,255,46,127,4.8,4.3,2.67E+022,18,3,64,-139.6,185.85,-18.31,-62.98,-80.3,202.57,69,240.84,64,240,52.97,25,47,-293.81,4,140,1,False,,GeoNet
2196181,20040300000000,-38.4034,177.9745,51,56,-91,233,34,-89,4,4.2,1.97E+022,39,3,9,121.74,-4.39,-55.9,118.02,48.75,-239.77,55,139.08,11,142,115.21,1,51,-254.29,79,317,1,False,,GeoNet
2200334,20040300000000,-41.8875,174.0222,332,87,19,241,71,177,4.5,4.3,3.07E+022,27,4,79,225.87,157.74,-43.74,-262.61,-88.9,36.74,69,290.74,15,199,33.42,71,340,-324.16,11,105,1,False,,GeoNet
2207959,20040400000000,-40.0081,176.7068,216,55,-92,39,35,-87,4.6,4.3,3.62E+022,45,4,59,165.36,-106.34,62.66,217.4,-101.77,-382.75,64,320.92,10,307,82.24,1,216,-403.16,80,119,1,False,,GeoNet
2208693,20040400000000,-41.0922,175.0611,54,62,-103,260,31,-67,4.5,4.3,3.49E+022,30,2,97,251.38,-115.43,-133.76,28.66,139.98,-280.05,62,351.75,16,154,-4.9,11,60,-346.86,70,296,1,False,,GeoNet
2210987,20040400000000,-42.6353,172.1553,71,57,126,197,47,47,4.4,4,1.24E+022,10,3,59,-43.56,92.41,40.84,-44.13,9.71,87.7,75,110.36,60,36,28.1,30,229,-138.46,6,136,1,False,,GeoNet
2215338,20040400000000,-46.1201,165.6366,162,71,81,7,21,114,4.6,4.5,5.55E+022,36,2,11,290.64,-157.47,95.04,-485.19,415.16,194.55,48,395.82,63,58,319.34,8,164,-715.16,25,259,1,False,,GeoNet
2215591,20040400000000,-37.9953,176.6936,43,67,93,215,23,83,5.5,4.7,1.24E+023,135,5,65,-436.99,266.23,616.96,-578.32,-596.5,1015.31,77,1361.28,68,319,-238.31,3,221,-1122.97,22,131,1,False,,GeoNet
2223971,20040500000000,-36.8374,179.6392,189,86,-93,50,5,-49,4.4,4.4,4.08E+022,8,2,42,140.91,2.82,48.83,-21.09,-401.03,-119.82,80,338.28,41,282,138.63,3,189,-476.91,49,95,1,False,,GeoNet
2227755,20040500000000,-38.218,178.4135,0,69,113,131,31,45,4.5,4.3,3.03E+022,18,4,99,-0.44,-109.46,43.97,-189.3,-205.15,189.74,74,303.74,60,304,-1.1,22,171,-302.64,21,73,1,False,,GeoNet
2228901,20040500000000,-38.025,178.1777,6,63,-98,203,28,-75,4.8,4.8,1.9E+023,10,5,99,52.78,-384.83,-1.28,1465.4,1117.59,-1518.18,81,1909.69,18,102,-11.75,7,9,-1897.94,71,259,1,False,,GeoNet
2228945,20040500000000,-38.0513,178.2758,4,63,-106,216,31,-61,4.7,4.6,8.09E+022,10,5,89,65,-223.24,84.08,575.17,475.62,-640.17,73,786.86,17,106,43.83,14,11,-830.69,68,243,1,False,,GeoNet
2229114,20040500000000,-40.6511,175.7653,212,85,-125,116,36,-8,4.9,4.5,7.3E+022,27,3,50,440.71,-125.51,165.49,-346.97,-600.93,-93.74,76,626.17,31,331,208.34,36,215,-834.52,39,90,1,False,,GeoNet
2239626,20040500000000,-37.3897,177.5774,35,72,78,249,21,122,5.2,4.6,7.77E+022,108,3,54,-364.9,118.4,267.87,-171.23,-568.61,536.12,61,878.01,61,288,-202.67,11,38,-675.35,26,134,1,False,,GeoNet
2240818,20040600000000,-39.2341,177.4784,72,89,-173,341,83,-2,4.3,4.3,3.62E+022,24,3,77,239.24,286.74,-41.15,-192.91,14.67,-46.33,59,384.34,4,206,-45.07,83,80,-339.27,6,297,1,False,,GeoNet
2252479,20040600000000,-42.8315,171.3794,166,74,34,65,57,161,5.1,4.7,1.29E+023,8,8,60,463.35,843.95,231.28,-981.74,498.77,518.39,88,1152.19,36,30,285.57,52,187,-1437.76,11,292,1,False,,GeoNet
2266205,20040700000000,-38.0122,176.5224,15,50,-72,168,43,-110,3.7,3.6,3.29E+021,6,2,77,-5.5,-1.33,-6.27,34.59,3.9,-29.09,63,34.9,4,92,-4.06,14,183,-30.83,76,348,1,False,,GeoNet
2266782,20040700000000,-38.0109,176.497,63,88,11,332,79,178,4.7,4.9,2.15E+023,4,6,20,-1203.35,-1231.16,245.28,2186.76,-558.01,-983.4,81,2686.93,9,289,-1076.77,79,73,-1610.16,6,197,1,False,,GeoNet
2266243,20040700000000,-38.0054,176.5141,240,88,-32,331,58,-178,5.1,5.4,1.54E+024,2,7,25,-8280.85,-7999.08,4664.96,12865.32,-7715.2,-4584.47,82,18869.38,21,290,-7029.6,58,56,-11839.78,23,191,1,True,Felipe,GeoNet
2434513,20040700000000,-37.9968,176.5436,54,73,-56,168,37,-151,4.1,4.1,1.49E+022,8,4,61,-32.39,-74.03,-80.46,100.48,54.72,-68.09,56,164.48,21,119,-31.75,32,223,-132.73,51,2,1,False,,GeoNet
2437783,20040700000000,-37.993,176.5492,66,64,-57,190,41,-138,5,4.9,2.7E+023,4,9,94,520.93,-1516.38,-1560.85,1276.28,-88.29,-1797.21,79,2661.86,13,133,81.31,29,230,-2743.17,57,22,1,False,,GeoNet
2266910,20040700000000,-41.7385,172.4939,17,51,96,187,40,83,4.9,4.4,4.62E+022,16,6,88,10.56,102.31,51.22,-446.77,-78.03,436.22,86,447.24,83,325,29.69,5,192,-476.93,6,102,1,False,,GeoNet
2267482,20040700000000,-36.9377,-179.5876,343,76,61,228,32,152,5,4.7,1.46E+023,42,2,43,635.62,298.6,-197.2,-1165.98,-1069.12,530.36,67,1213.75,51,221,483.35,27,350,-1697.1,25,95,1,False,,GeoNet
2267602,20040700000000,-37.9988,176.5645,54,88,92,186,3,42,4.3,4.2,1.99E+022,4,4,99,-1.89,10.32,160.24,-13.31,-116.91,15.2,68,198.88,47,327,0.51,3,234,-199.39,43,142,1,False,,GeoNet
2272438,20040700000000,-41.1529,174.5981,85,51,-57,220,49,-123,4.6,4,1.26E+022,68,4,94,93.39,-58.3,-24.78,11.45,-43.24,-104.84,33,123.69,1,153,3.95,25,243,-127.64,65,60,1,False,,GeoNet
2275096,20040800000000,-45.2161,166.9346,253,63,148,359,62,31,4.7,4.3,2.97E+022,27,4,94,9.23,220.8,-126.69,-131.16,-85.79,121.93,81,301.19,41,216,-8.45,49,36,-292.74,1,306,1,False,,GeoNet
2282895,20040800000000,-43.8094,170.8878,37,50,97,206,40,82,4.7,4.5,7.22E+022,2,5,67,-110.07,404.29,109.17,-529.76,-84.12,639.83,85,656.11,83,350,130.92,5,212,-787.03,5,122,1,False,,GeoNet
2284635,20040800000000,-40.2388,174.4505,32,75,97,185,16,64,4.7,4.1,1.41E+022,90,3,69,-17.8,8.52,72.71,-61.99,-98.06,79.79,65,152.49,59,312,-23.34,7,210,-129.15,30,116,1,False,,GeoNet
2290108,20040900000000,-43.2538,172.7555,227,78,-115,114,28,-26,4.3,4.4,4.05E+022,27,9,84,249.11,-79.25,234.27,-110.71,-239.39,-138.4,84,421.84,29,337,-32.75,25,232,-389.08,50,108,1,False,,GeoNet
2290453,20040900000000,-37.8007,177.6077,165,75,-151,67,62,-17,4.2,4.2,1.94E+022,20,3,41,-74.74,-134.27,-18.92,159.55,-59.41,-84.81,86,227.55,9,294,-66.88,58,190,-160.67,31,29,1,False,,GeoNet
2295316,20040900000000,-39.448,177.1046,31,82,-83,170,11,-131,4.2,4.1,1.66E+022,36,3,52,21.67,17.97,-90.86,45.79,129.64,-67.46,57,143.12,36,115,44.97,7,210,-188.1,53,310,1,False,,GeoNet
2296560,20040900000000,-37.9019,179.7384,228,63,-109,84,33,-58,4.4,4,1.02E+022,2,3,61,73.83,-50.64,36.02,-3.01,-41.44,-70.82,61,113.18,16,332,-21.82,17,236,-91.36,67,103,1,False,,GeoNet
2300920,20040900000000,-41.4275,172.3639,165,75,16,71,74,165,4.8,4,1.15E+022,8,4,56,43.66,90.12,21.29,-81.79,13.24,38.13,82,100.72,22,28,28.17,68,206,-128.89,1,298,1,False,,GeoNet
2301968,20041000000000,-37.1848,177.5114,0,79,86,198,12,108,4.9,4.5,7.32E+022,57,3,99,2.59,47.06,-7.31,-285.27,-672.88,282.68,76,730.48,56,266,2.85,3,0,-733.33,34,93,1,False,,GeoNet
2302372,20041000000000,-42.3412,173.1374,53,75,148,152,59,18,4.5,4.6,9.31E+022,10,8,70,553.66,364.22,372.57,-879.31,-140.59,325.66,79,856.6,33,9,149.44,55,210,-1006.05,10,105,1,False,,GeoNet
2303276,20041000000000,-40.2959,175.9649,240,53,-79,42,38,-104,5,4.7,1.35E+023,39,5,91,766.86,-695.46,397.82,469.29,-74.7,-1236.15,65,1378.29,8,322,-63.92,9,53,-1314.37,78,192,1,False,,GeoNet
2303364,20041000000000,-35.2715,178.0314,253,86,108,355,18,12,4.9,4.3,2.8E+022,10,3,88,20.75,73.11,-257.31,-61.52,63.42,40.76,54,288.34,46,181,-17.05,18,71,-271.29,39,327,1,False,,GeoNet
2306448,20041000000000,-37.3097,179.8277,247,60,-64,22,39,-128,4.4,4.6,8.63E+022,8,3,36,309.5,-268.83,541.14,447.88,155.71,-757.38,57,699.74,11,318,326.24,23,53,-1025.98,64,204,1,False,,GeoNet
2310644,20041000000000,-37.1399,177.4114,26,72,87,215,18,98,4.9,4.4,4.23E+022,141,3,80,-93.83,84.32,141.27,-179.26,-309.76,273.1,69,445.44,63,292,-43.91,3,26,-401.52,27,118,1,False,,GeoNet
2484196,20041000000000,-35.1457,178.4375,73,57,-89,251,33,-92,4.9,4.9,2.17E+023,2,4,6,2281.2,-1153.51,-854.1,-971.47,268.29,-1309.72,77,2841.79,12,162,-1338.94,1,252,-1502.85,78,347,1,False,,GeoNet
2317214,20041100000000,-40.6452,175.0892,228,71,-78,15,23,-121,4.8,4.5,6.04E+022,45,6,96,88.03,-186.65,373.99,283.9,-276.63,-371.93,69,598.01,25,309,11.42,12,43,-609.43,62,157,1,False,,GeoNet
2320958,20041100000000,-45.1228,166.9213,62,79,145,160,56,14,4.5,4.1,1.71E+022,24,4,97,82.97,93.32,91.63,-122.33,-19.25,39.36,83,169.5,32,15,2.58,54,226,-172.08,15,115,1,False,,GeoNet
2325951,20041100000000,-45.0691,166.9627,44,57,98,210,34,78,4.1,3.8,4.97E+021,18,4,79,-18.11,18.18,17.41,-29.51,-11.31,47.62,76,52.52,77,339,-5.61,7,219,-46.91,12,128,1,False,,GeoNet
2326055,20041100000000,-46.6061,165.3169,46,41,113,197,53,71,7.1,7,4.11E+026,33,5,94,-948258.62,1831335,511793.19,-2849606.5,1240140.12,3797865,79,4167529.5,74,52,-121863.75,15,208,-4045666,6,300,1,True,Felipe,GeoNet
2331009,20041200000000,-44.0696,168.8281,179,82,74,63,17,153,4.8,4.2,2.62E+022,2,4,63,51.17,69.94,-6.49,-96.65,242.79,45.48,84,235.03,51,72,54.15,15,181,-289.17,35,282,1,False,,GeoNet
2332900,20041200000000,-39.6929,177.0535,332,68,60,210,36,141,4.4,4.2,2.4E+022,33,3,97,62.71,4.22,-107.22,-205.21,-114.15,142.49,74,238.57,56,204,3.31,27,344,-241.89,18,84,1,False,,GeoNet
2340566,20041200000000,-40.2365,176.6252,66,50,-58,202,50,-122,4.5,4.1,1.69E+022,24,3,57,72.5,-73.06,-61.6,78.11,-58.88,-150.61,62,148.42,0,134,40.24,24,224,-188.66,66,44,1,False,,GeoNet
2342423,20041200000000,-51.2564,159.7744,249,85,-154,157,64,-5,8.1,8,1.44E+028,28,10,26,77420000,88380000,42460000,-72450000,-63950000,52250000,94,102321700,15,20,59708910,64,258,-162030600,21,116,2,True,Felipe,GeoNet
2345202,20041200000000,-45.057,167.4321,256,59,44,139,53,140,4.7,4.2,2.3E+022,114,4,90,-194.68,-87.68,-56.03,54.38,108.12,140.29,67,235.27,52,111,-11.46,38,283,-223.81,4,16,1,False,,GeoNet
2347570,20050100000000,-37.6671,176.3954,266,73,39,163,53,159,5.2,4.6,8.78E+022,219,3,60,-305.6,-589.76,-489.98,64.77,365.7,240.83,54,975.35,39,131,-194.52,48,285,-780.84,13,30,1,False,,GeoNet
2352244,20050100000000,-43.2097,171.0562,26,54,123,158,48,53,4.5,4.1,1.61E+022,4,7,87,23.33,5.27,71.09,-154.53,-13.04,131.2,69,166.77,63,357,-11.2,27,184,-155.57,3,93,1,False,,GeoNet
2352986,20050100000000,-41.4634,175.7893,265,30,-169,165,84,-60,5.2,5.2,6.3E+023,4,5,77,2015.06,2713.11,-619.33,-855.86,-5407.88,-1159.2,79,5916.5,33,231,757.17,29,341,-6673.67,43,103,1,True,Felipe,GeoNet
2353002,20050100000000,-41.4636,175.8012,358,84,60,258,31,168,5.2,4.9,2.24E+023,8,5,59,395.17,1128.53,153.31,-741.47,-1868.1,346.3,74,1977.35,43,239,517.1,30,1,-2494.46,32,113,1,False,,GeoNet
2354133,20050100000000,-41.0912,175.0526,228,44,-106,70,48,-75,5.6,5.3,1.15E+024,33,10,76,8096.61,-4401.77,-1938.43,3632.75,-1898.26,-11729.36,75,10819.8,2,149,1453.06,11,239,-12272.86,79,49,1,True,Felipe,GeoNet
2355829,20050100000000,-45.1285,166.9172,161,80,12,68,78,170,4.6,4.1,1.6E+022,12,5,87,90.25,116.89,32.51,-112.05,19.62,21.8,78,154.42,16,25,11.17,74,199,-165.58,1,294,1,False,,GeoNet
2359081,20050100000000,-41.4572,175.7617,260,49,137,21,59,50,5.3,5.1,5.49E+023,21,7,48,-2537.11,4332.04,-213.12,-1109.86,-1677.08,3646.97,69,4676.39,56,237,1625.1,34,44,-6301.49,6,138,1,True,Felipe,GeoNet
2364350,20050200000000,-45.3295,166.9221,185,61,74,35,33,116,5.1,4.5,7.49E+022,18,6,39,195.65,304.3,-22.56,-697.29,366.03,501.64,89,614.89,70,61,268.39,14,192,-883.28,14,286,1,False,,GeoNet
2366369,20050200000000,-39.9041,174.6024,43,70,77,259,24,123,5.2,4.6,9.67E+022,30,5,93,-490.68,337.79,449,-94.65,-568.75,585.33,72,948.24,62,292,36.74,13,47,-984.98,24,144,1,False,,GeoNet
2374219,20050300000000,-35.6249,178.2846,215,80,111,330,23,27,4.5,4.4,4.28E+022,4,3,77,117.34,44.69,-214.77,-240.21,306.37,122.87,68,401.96,51,148,52.17,20,31,-454.14,32,288,1,False,,GeoNet
2376455,20050300000000,-40.1788,173.6723,57,23,-169,317,86,-67,6.4,5.3,1.09E+024,138,10,75,4663.54,2001.05,7087.19,-3611.15,7007.39,-1052.4,73,11667.01,37,27,-1452.3,23,135,-10214.71,45,250,1,True,Felipe,GeoNet
2376569,20050300000000,-35.28,178.4586,206,83,101,329,13,34,4.7,4.8,2.04E+023,4,3,52,590.29,266.04,-756.36,-855.6,1778.25,265.3,60,1762.49,51,128,550.77,11,24,-2313.26,37,286,1,False,,GeoNet
2376763,20050300000000,-45.0793,166.8092,6,45,41,244,62,127,5.3,5.2,7.44E+023,10,8,88,-834.33,4642.31,-3668.58,-4041.05,-262.51,4875.39,86,7209.32,56,204,456.81,32,44,-7666.13,10,309,1,True,Felipe,GeoNet
2376786,20050300000000,-45.0597,166.7731,351,82,-40,88,51,-169,4.2,3.9,7.53E+021,14,5,18,15.78,64.14,26.28,12.44,37.47,-28.23,74,94.79,20,46,-38.96,50,161,-55.82,33,302,1,False,,GeoNet
2377454,20050300000000,-43.9508,169.5626,164,89,24,73,66,178,4.3,3.7,4.21E+021,10,6,94,20.64,32.57,6.2,-20.49,15.76,-0.15,68,42.7,18,31,-1.27,66,166,-41.43,16,296,1,False,,GeoNet
2378887,20050300000000,-43.2198,171.6218,360,79,22,265,68,168,4.2,4,9.75E+021,8,6,85,-1.44,89.13,-13.73,-18.57,-32.32,20.01,74,93.57,24,225,7.83,65,24,-101.41,7,131,1,False,,GeoNet
2385032,20050400000000,-44.3705,169.8714,33,67,89,216,23,93,4.9,4.7,1.24E+023,4,10,81,-208.17,494.92,469.86,-605.76,-739.25,813.93,86,1176.66,68,301,125.95,1,33,-1302.61,22,124,1,False,,GeoNet
2388633,20050400000000,-42.9846,171.0234,240,59,134,359,51,41,4.2,3.8,6.11E+021,2,3,88,2.43,36.9,-26.81,-41.39,-6.59,38.96,76,59.17,54,205,3.84,36,34,-63.01,5,301,1,False,,GeoNet
2618685,20050400000000,-42.9995,171.0272,194,57,75,41,36,113,4.1,3.8,5.98E+021,4,2,87,-6.54,26.29,1.13,-43.96,25.12,50.5,75,57.73,73,64,4.12,13,202,-61.84,11,295,1,False,,GeoNet
2388847,20050400000000,-41.65,174.5499,81,77,25,345,66,166,4.8,4.3,3.23E+022,24,3,80,-126.76,-260.39,117.91,92.06,-102.63,34.69,71,340.14,27,306,-34.65,62,107,-305.49,7,211,1,False,,GeoNet
2389200,20050400000000,-37.1546,176.9123,34,64,-84,200,27,-102,4,3.7,4.12E+021,8,4,84,4.41,-15.8,-15.15,26.48,19.82,-30.89,62,42.94,19,119,-3.4,6,211,-39.53,70,318,1,False,,GeoNet
2389555,20050400000000,-41.7139,174.285,15,56,129,139,50,47,4.3,4,1.19E+022,27,3,25,55.33,-43.54,13.42,-135.8,-16.91,80.47,60,91.64,58,343,54.44,32,170,-146.08,3,78,1,False,,GeoNet
2391405,20050400000000,-44.3498,169.5298,250,84,159,343,69,7,4.8,4.4,4.29E+022,10,9,79,241.16,314.5,-171.45,-236.7,-12.04,-4.46,75,453.03,19,205,-48.68,68,55,-404.35,10,298,1,False,,GeoNet
2395344,20050400000000,-45.8777,166.8652,334,59,-37,85,59,-143,5.3,4.5,7.46E+022,93,5,96,476.2,463.62,-183.1,-84.99,338.31,-391.21,77,737.57,0,29,16.49,43,119,-754.06,47,300,1,False,,GeoNet
2397729,20050400000000,-38.3419,177.174,29,90,97,120,7,1,4.2,3.9,8.67E+021,42,2,51,-6.16,-20.82,45.77,-5.88,-72.97,12.04,82,98.87,45,306,-24.35,7,209,-74.53,45,112,1,False,,GeoNet
2398629,20050500000000,-43.9412,168.9747,51,58,144,162,60,38,5.8,5.5,1.8E+024,13,9,79,6961.64,7482.49,7023.28,-16857.65,2661.34,9896.01,79,17007.7,47,17,2019.38,43,194,-19027.08,1,286,1,True,Felipe,GeoNet
2626467,20050500000000,-43.9512,169.0377,62,82,167,154,77,8,5.3,5,3.98E+023,14,10,69,2682.29,2320.36,813.5,-3523.89,-104.35,841.6,83,3649.5,15,18,670.85,75,211,-4320.34,3,108,1,True,Felipe,GeoNet
2399117,20050500000000,-38.226,179.4423,24,61,92,200,29,86,4.7,4.9,2.3E+023,20,3,89,-368.57,603.74,526.53,-1656.58,-1087.43,2025.15,54,2368.81,74,299,-132.53,2,203,-2236.28,16,113,1,False,,GeoNet
2399496,20050500000000,-36.7272,179.578,127,84,7,37,83,174,3.7,4.2,1.98E+022,36,3,79,195.41,-53.84,36.14,-179.36,-3.67,-16.05,56,208.85,9,353,-21.9,81,167,-186.96,1,262,1,False,,GeoNet
2399691,20050500000000,-38.7,179.1,137,72,50,28,43,154,4.8,4.2,2.47E+022,8,4,98,101.58,-42.85,138.26,-210.87,82.27,109.29,65,245.73,47,6,2.83,38,151,-248.56,18,256,1,False,,GeoNet
